Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1950,Y1951,Y1952,Y1953,Y1954,Y1955,Y1956,Y1957,Y1958,Y1959,Y1960,Y1961,Y1962,Y1963,Y1964,Y1965,Y1966,Y1967,Y1968,Y1969,Y1970,Y1971,Y1972,Y1973,Y1974,Y1975,Y1976,Y1977,Y1978,Y1979,Y1980,Y1981,Y1982,Y1983,Y1984,Y1985,Y1986,Y1987,Y1988,Y1989,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021,Y2022,Y2023,Y2024,Y2025,Y2026,Y2027,Y2028,Y2029,Y2030,Y2031,Y2032,Y2033,Y2034,Y2035,Y2036,Y2037,Y2038,Y2039,Y2040,Y2041,Y2042,Y2043,Y2044,Y2045,Y2046,Y2047,Y2048,Y2049,Y2050,Y2051,Y2052,Y2053,Y2054,Y2055,Y2056,Y2057,Y2058,Y2059,Y2060,Y2061,Y2062,Y2063,Y2064,Y2065,Y2066,Y2067,Y2068,Y2069,Y2070,Y2071,Y2072,Y2073,Y2074,Y2075,Y2076,Y2077,Y2078,Y2079,Y2080,Y2081,Y2082,Y2083,Y2084,Y2085,Y2086,Y2087,Y2088,Y2089,Y2090,Y2091,Y2092,Y2093,Y2094,Y2095,Y2096,Y2097,Y2098,Y2099,Y2100
"264","'833","Isle of Man","3010","Population - Est. & Proj.","513","Total Population - Female","1000 No","29.402000","29.400000","29.206000","28.939000","28.643000","28.322000","27.977000","27.615000","27.243000","26.854000","26.447000","26.250000","26.372000","26.602000","26.832000","27.047000","27.348000","27.802000","28.323000","28.854000","29.399000","29.903000","30.331000","30.738000","31.140000","31.514000","31.885000","32.281000","32.685000","33.090000","33.492000","33.734000","33.761000","33.715000","33.648000","33.572000","33.700000","34.123000","34.635000","35.160000","35.694000","36.114000","36.358000","36.534000","36.706000","36.849000","37.075000","37.467000","37.901000","38.311000","38.677000","39.016000","39.360000","39.695000","40.010000","40.312000","40.642000","41.012000","41.400000","41.806000","42.230000","42.471000","42.468000","42.395000","42.289000","42.158000","42.102000","42.162000","42.253000","42.334000","42.401000","42.435000","42.457000","42.483000","42.495000","42.491000","42.472000","42.437000","42.393000","42.343000","42.286000","42.219000","42.147000","42.070000","41.980000","41.880000","41.773000","41.660000","41.544000","41.419000","41.292000","41.155000","40.995000","40.825000","40.648000","40.462000","40.279000","40.093000","39.901000","39.696000","39.470000","39.231000","39.008000","38.797000","38.578000","38.349000","38.109000","37.865000","37.627000","37.389000","37.139000","36.889000","36.641000","36.383000","36.127000","35.882000","35.638000","35.397000","35.160000","34.926000","34.705000","34.491000","34.276000","34.063000","33.853000","33.645000","33.444000","33.247000","33.050000","32.859000","32.678000","32.495000","32.305000","32.119000","31.936000","31.745000","31.552000","31.363000","31.176000","30.981000","30.792000","30.611000","30.425000","30.241000","30.058000","29.880000","29.698000","29.515000","29.335000","29.154000","28.974000"
"264","'833","Isle of Man","3010","Population - Est. & Proj.","551","Rural population","1000 No","26.008000","25.872000","25.577000","25.158000","24.651000","24.093000","23.517000","22.962000","22.461000","22.044000","21.739000","21.560000","21.504000","21.557000","21.699000","21.909000","22.221000","22.770000","23.352000","23.930000","24.481000","25.045000","25.851000","26.644000","27.454000","28.310000","29.127000","29.618000","30.085000","30.447000","30.642000","30.639000","30.473000","30.253000","30.138000","30.241000","30.603000","31.179000","31.865000","32.515000","33.020000","33.342000","33.519000","33.599000","33.671000","33.786000","33.954000","34.159000","34.405000","34.670000","34.954000","35.254000","35.568000","35.900000","36.249000","36.609000","36.978000","37.355000","37.729000","38.095000","38.439000","38.755000","39.038000","39.288000","39.509000","39.717000","39.907000","40.072000","40.220000","40.350000","40.458000","40.546000","40.618000","40.666000","40.698000","40.710000","40.697000","40.667000","40.616000","40.546000","40.451000","40.338000","40.208000","40.057000","39.884000","39.687000","39.469000","39.229000","38.983000","38.728000","38.472000","38.213000","37.944000","37.674000","37.398000","37.114000","36.821000","36.524000","36.222000","35.917000","35.611000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"264","'833","Isle of Man","3010","Population - Est. & Proj.","561","Urban population","1000 No","29.246000","29.350000","29.275000","29.050000","28.716000","28.315000","27.884000","27.467000","27.105000","26.839000","26.703000","26.721000","26.914000","27.243000","27.692000","28.232000","28.828000","29.348000","29.902000","30.446000","30.944000","31.307000","31.303000","31.256000","31.201000","31.168000","31.301000","31.825000","32.321000","32.704000","32.909000","32.901000","32.718000","32.477000","32.349000","32.455000","32.838000","33.451000","34.182000","34.873000","35.409000","35.754000","35.956000","36.057000","36.147000","36.284000","36.477000","36.710000","36.985000","37.282000","37.600000","37.938000","38.302000","38.687000","39.092000","39.509000","39.936000","40.372000","40.805000","41.230000","41.633000","42.004000","42.368000","42.725000","43.081000","43.450000","43.830000","44.215000","44.611000","45.019000","45.437000","45.863000","46.304000","46.753000","47.219000","47.695000","48.178000","48.678000","49.187000","49.710000","50.241000","50.787000","51.348000","51.921000","52.503000","53.093000","53.693000","54.301000","54.904000","55.501000","56.098000","56.696000","57.283000","57.871000","58.452000","59.023000","59.584000","60.136000","60.683000","61.227000","61.767000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"105","'376","Israel","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 No","1289.236000","1351.803000","1414.216000","1476.325000","1538.035000","1599.497000","1660.632000","1720.531000","1779.006000","1836.340000","1891.935000","1956.884000","2040.961000","2135.041000","2231.855000","2331.451000","2433.835000","2538.657000","2645.470000","2754.157000","2864.778000","2977.300000","3079.401000","3163.044000","3239.981000","3318.089000","3398.267000","3479.618000","3560.396000","3640.874000","3721.665000","3802.238000","3883.632000","3959.630000","4033.735000","4105.359000","4168.971000","4236.869000","4307.320000","4381.510000","4544.999000","4779.890000","4957.238000","5086.045000","5216.699000","5354.739000","5499.551000","5646.473000","5790.140000","5946.081000","6111.190000","6259.982000","6387.720000","6502.820000","6615.087000","6728.206000","6844.032000","6962.455000","7082.620000","7206.096000","7336.735000","7471.023000","7607.780000","7749.379000","7897.179000","8052.908000","8210.005000","8361.797000","8510.067000","8657.474000","8800.376000","8942.924000","9103.151000","9256.314000","9387.021000","9517.181000","9647.689000","9778.888000","9910.678000","10042.407000","10175.954000","10312.940000","10449.058000","10583.564000","10719.403000","10858.122000","10997.379000","11138.677000","11284.409000","11432.609000","11581.474000","11730.625000","11882.512000","12035.782000","12189.761000","12342.061000","12492.650000","12642.475000","12790.543000","12940.503000","13092.722000","13244.415000","13395.796000","13548.166000","13703.163000","13858.435000","14009.430000","14157.654000","14304.290000","14448.766000","14594.771000","14739.874000","14880.662000","15023.187000","15163.525000","15301.588000","15439.925000","15577.460000","15716.200000","15856.799000","15999.337000","16139.529000","16271.452000","16399.970000","16532.682000","16668.315000","16804.714000","16944.998000","17089.056000","17230.993000","17373.659000","17514.309000","17648.951000","17782.617000","17918.783000","18053.884000","18185.051000","18312.026000","18433.980000","18550.692000","18667.496000","18787.566000","18906.975000","19025.281000","19138.979000","19246.831000","19353.020000","19454.950000","19551.804000","19649.861000","19747.040000"
"105","'376","Israel","3010","Population - Est. & Proj.","512","Total Population - Male","1000 No","661.986000","692.369000","722.578000","752.533000","782.244000","811.850000","841.275000","869.983000","897.918000","925.284000","951.682000","982.904000","1024.218000","1070.892000","1118.949000","1168.237000","1218.739000","1270.372000","1322.936000","1376.300000","1430.516000","1485.618000","1535.818000","1577.317000","1615.666000","1654.553000","1694.409000","1734.921000","1775.166000","1815.286000","1855.612000","1895.969000","1936.814000","1975.084000","2012.423000","2047.857000","2078.840000","2111.967000","2146.552000","2182.943000","2261.048000","2372.308000","2456.534000","2518.110000","2580.375000","2645.308000","2714.921000","2787.725000","2858.894000","2935.769000","3017.103000","3090.561000","3153.838000","3211.257000","3267.472000","3324.080000","3382.030000","3441.264000","3501.450000","3563.756000","3629.669000","3697.300000","3766.281000","3837.745000","3912.378000","3990.883000","4070.463000","4148.075000","4224.242000","4300.117000","4373.531000","4446.561000","4528.556000","4606.908000","4673.906000","4740.586000","4807.341000","4874.464000","4941.945000","5009.470000","5077.968000","5148.241000","5218.218000","5287.533000","5357.600000","5429.162000","5501.095000","5574.135000","5649.430000","5726.038000","5803.078000","5880.347000","5959.026000","6038.463000","6118.298000","6197.360000","6275.612000","6353.482000","6430.480000","6508.343000","6587.252000","6665.858000","6744.247000","6823.038000","6903.025000","6983.070000","7060.973000","7137.468000","7213.127000","7287.694000","7362.927000","7437.666000","7510.278000","7583.691000","7656.050000","7727.308000","7798.708000","7869.724000","7941.279000","8013.701000","8087.037000","8159.208000","8227.363000","8293.844000","8362.286000","8432.052000","8502.108000","8573.961000","8647.568000","8720.051000","8792.751000","8864.328000","8932.871000","9000.802000","9069.767000","9138.071000","9204.339000","9268.401000","9329.879000","9388.668000","9447.359000","9507.519000","9567.195000","9626.222000","9682.938000","9736.708000","9789.573000","9840.310000","9888.519000","9937.218000","9985.432000"
"105","'376","Israel","3010","Population - Est. & Proj.","513","Total Population - Female","1000 No","627.249000","659.434000","691.638000","723.793000","755.792000","787.647000","819.357000","850.548000","881.087000","911.056000","940.253000","973.981000","1016.743000","1064.149000","1112.906000","1163.214000","1215.095000","1268.285000","1322.534000","1377.857000","1434.262000","1491.682000","1543.583000","1585.727000","1624.315000","1663.536000","1703.858000","1744.697000","1785.230000","1825.588000","1866.053000","1906.268000","1946.818000","1984.545000","2021.312000","2057.502000","2090.130000","2124.903000","2160.767000","2198.567000","2283.951000","2407.581000","2500.704000","2567.934000","2636.325000","2709.430000","2784.631000","2858.748000","2931.246000","3010.311000","3094.088000","3169.421000","3233.881000","3291.563000","3347.615000","3404.126000","3462.001000","3521.191000","3581.171000","3642.340000","3707.066000","3773.722000","3841.499000","3911.633000","3984.800000","4062.026000","4139.543000","4213.721000","4285.825000","4357.358000","4426.845000","4496.364000","4574.595000","4649.406000","4713.115000","4776.595000","4840.348000","4904.425000","4968.733000","5032.938000","5097.986000","5164.699000","5230.840000","5296.030000","5361.803000","5428.960000","5496.283000","5564.543000","5634.980000","5706.570000","5778.395000","5850.278000","5923.485000","5997.319000","6071.462000","6144.702000","6217.038000","6288.993000","6360.064000","6432.159000","6505.470000","6578.557000","6651.549000","6725.128000","6800.137000","6875.365000","6948.457000","7020.185000","7091.162000","7161.072000","7231.843000","7302.209000","7370.385000","7439.495000","7507.476000","7574.280000","7641.217000","7707.737000","7774.922000","7843.097000","7912.301000","7980.320000","8044.089000","8106.127000","8170.396000","8236.263000","8302.606000","8371.037000","8441.487000","8510.942000","8580.908000","8649.980000","8716.080000","8781.815000","8849.016000","8915.813000","8980.711000","9043.624000","9104.101000","9162.024000","9220.137000","9280.048000","9339.780000","9399.058000","9456.041000","9510.123000","9563.448000","9614.639000","9663.286000","9712.644000","9761.609000"
"105","'376","Israel","3010","Population - Est. & Proj.","551","Rural population","1000 No","364.812000","392.688000","420.932000","448.409000","474.376000","498.498000","508.427000","503.738000","497.422000","490.547000","483.861000","478.656000","481.080000","482.909000","482.985000","480.784000","476.077000","469.527000","462.233000","455.618000","450.385000","446.701000","444.426000","445.684000","446.295000","445.678000","443.785000","440.931000","437.156000","432.644000","427.526000","421.976000","416.036000","410.489000","412.908000","415.302000","417.538000","419.780000","422.719000","427.249000","433.872000","442.836000","453.711000","465.542000","477.005000","487.186000","497.041000","506.347000","514.609000","522.093000","529.030000","535.306000","540.933000","546.487000","552.700000","560.059000","568.798000","578.650000","588.921000","598.671000","606.998000","613.695000","619.009000","623.292000","627.075000","630.733000","634.341000","637.763000","640.922000","643.684000","645.956000","647.742000","649.092000","650.025000","650.571000","650.750000","650.568000","650.029000","649.145000","647.929000","646.393000","644.544000","642.391000","639.939000","637.197000","634.177000","631.077000","627.908000","624.673000","621.371000","618.002000","614.565000","611.058000","607.475000","603.810000","600.058000","596.217000","592.288000","588.268000","584.156000","579.950000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"105","'376","Israel","3010","Population - Est. & Proj.","561","Urban population","1000 No","893.159000","961.409000","1030.558000","1097.829000","1161.405000","1220.460000","1287.583000","1364.843000","1442.029000","1521.603000","1606.028000","1695.611000","1783.229000","1873.023000","1960.313000","2041.746000","2115.517000","2183.170000","2249.067000","2319.544000","2399.237000","2489.967000","2589.496000","2691.349000","2793.268000","2891.082000","2983.879000","3072.598000","3157.332000","3238.638000","3317.141000","3393.256000","3467.431000","3539.634000","3603.222000","3667.485000","3731.408000","3796.399000","3868.857000","3957.106000","4066.603000","4200.362000","4355.147000","4522.188000","4689.067000","4846.533000","4991.036000","5125.197000","5250.601000","5369.677000","5484.711000","5594.224000","5698.352000","5803.032000","5916.127000","6042.911000","6186.413000","6344.035000","6508.489000","6669.224000","6818.961000","6955.079000","7080.096000","7197.813000","7314.254000","7433.814000","7557.487000","7683.807000","7811.919000","7940.232000","8067.603000","8193.994000","8320.014000","8445.858000","8571.846000","8698.204000","8824.987000","8952.169000","9079.869000","9208.200000","9337.252000","9467.061000","9597.652000","9728.995000","9861.070000","9993.823000","10127.020000","10260.631000","10394.630000","10528.960000","10663.552000","10798.373000","10933.298000","11068.161000","11202.777000","11336.955000","11470.589000","11603.591000","11735.821000","11867.113000","11997.347000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"106","'380","Italy","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 No","46391.673000","46751.899000","47018.180000","47410.885000","47832.235000","48130.818000","48401.952000","48657.034000","48927.099000","49219.446000","49514.555000","49815.250000","50170.590000","50570.976000","51019.579000","51480.728000","51919.067000","52338.334000","52712.156000","53060.137000","53390.236000","53707.795000","54067.563000","54450.567000","54821.113000","55166.045000","55459.416000","55714.555000","55938.965000","56132.380000","56412.084000","56646.750000","56719.176000","56766.111000","56810.353000","56855.500000","56875.988000","56891.926000","56928.751000","56976.755000","57031.454000","57075.394000","57124.990000","57170.764000","57420.138000","57403.344000","57162.092000","57189.274000","57215.194000","57240.798000","57272.196000","57305.760000","57420.628000","57739.699000","58176.738000","58519.693000","58754.433000","59108.720000","59561.684000","59904.010000","60164.213000","60367.880000","60531.515000","60653.868000","60664.171000","60575.316000","60478.108000","60390.318000","60277.499000","60130.136000","59912.769000","59729.350000","59619.115000","59499.453000","59342.867000","59146.260000","58926.166000","58688.779000","58445.833000","58201.026000","57946.072000","57680.120000","57416.501000","57156.448000","56890.916000","56620.005000","56348.694000","56074.676000","55796.258000","55511.313000","55221.168000","54931.947000","54635.957000","54323.772000","54004.348000","53680.471000","53346.082000","52998.855000","52640.785000","52273.385000","51891.099000","51499.509000","51102.077000","50692.374000","50271.519000","49842.494000","49401.283000","48952.794000","48499.940000","48042.232000","47584.459000","47127.113000","46670.716000","46222.613000","45784.538000","45352.681000","44931.309000","44524.300000","44126.166000","43734.707000","43353.332000","42986.002000","42631.502000","42288.844000","41958.151000","41641.716000","41341.936000","41053.533000","40772.236000","40495.656000","40225.870000","39963.232000","39704.905000","39452.309000","39203.214000","38955.406000","38713.095000","38472.531000","38231.433000","37989.933000","37748.595000","37511.052000","37272.506000","37035.406000","36801.813000","36565.448000","36327.293000","36088.272000","35851.674000","35615.719000","35376.821000"
"106","'380","Italy","3010","Population - Est. & Proj.","512","Total Population - Male","1000 No","22542.060000","22748.609000","22894.810000","23074.046000","23266.243000","23400.471000","23520.714000","23631.990000","23750.354000","23881.020000","24013.104000","24149.466000","24322.062000","24523.824000","24750.245000","24983.747000","25205.624000","25417.951000","25608.250000","25784.249000","25951.992000","26114.820000","26292.180000","26475.691000","26652.597000","26815.354000","26951.335000","27067.129000","27166.002000","27248.650000","27408.492000","27552.463000","27584.734000","27601.874000","27617.935000","27634.722000","27640.231000","27644.197000","27657.770000","27674.686000","27694.023000","27707.915000","27724.870000","27741.242000","27823.219000","27806.788000","27714.566000","27721.362000","27723.769000","27725.011000","27734.696000","27749.456000","27809.175000","27974.451000","28201.571000","28379.141000","28494.784000","28662.014000","28874.948000","29033.655000","29148.832000","29240.980000","29330.450000","29407.591000","29425.983000","29403.014000","29391.610000","29393.679000","29379.159000","29326.484000","29229.606000","29153.420000","29109.539000","29062.454000","29003.794000","28927.469000","28838.797000","28740.837000","28639.410000","28536.436000","28427.627000","28312.589000","28197.966000","28084.360000","27967.509000","27847.425000","27726.618000","27603.979000","27478.543000","27349.605000","27218.025000","27086.717000","26951.736000","26808.326000","26661.328000","26512.218000","26357.507000","26196.064000","26029.185000","25857.706000","25678.859000","25495.588000","25309.767000","25118.204000","24921.375000","24720.905000","24514.998000","24306.080000","24095.363000","23882.712000","23670.733000","23459.497000","23249.272000","23043.626000","22843.156000","22645.796000","22453.622000","22268.515000","22087.700000","21909.924000","21736.650000","21569.814000","21408.689000","21252.657000","21101.576000","20956.438000","20818.562000","20685.388000","20554.731000","20425.257000","20297.974000","20173.250000","20049.694000","19928.091000","19807.293000","19686.101000","19566.803000","19447.597000","19327.177000","19205.712000","19083.837000","18963.264000","18841.411000","18719.733000","18599.343000","18477.126000","18353.946000","18230.566000","18108.764000","17987.518000","17865.303000"
"106","'380","Italy","3010","Population - Est. & Proj.","513","Total Population - Female","1000 No","23849.613000","24003.290000","24123.370000","24336.839000","24565.992000","24730.347000","24881.238000","25025.044000","25176.745000","25338.426000","25501.451000","25665.784000","25848.528000","26047.152000","26269.334000","26496.981000","26713.444000","26920.383000","27103.906000","27275.889000","27438.244000","27592.974000","27775.382000","27974.876000","28168.517000","28350.692000","28508.080000","28647.426000","28772.963000","28883.730000","29003.592000","29094.287000","29134.442000","29164.238000","29192.418000","29220.778000","29235.757000","29247.729000","29270.981000","29302.069000","29337.430000","29367.478000","29400.120000","29429.521000","29596.918000","29596.555000","29447.526000","29467.912000","29491.425000","29515.787000","29537.500000","29556.305000","29611.452000","29765.248000","29975.166000","30140.553000","30259.649000","30446.706000","30686.735000","30870.356000","31015.382000","31126.900000","31201.065000","31246.277000","31238.188000","31172.302000","31086.497000","30996.639000","30898.339000","30803.652000","30683.163000","30575.930000","30509.575000","30437.000000","30339.073000","30218.791000","30087.370000","29947.943000","29806.424000","29664.590000","29518.445000","29367.532000","29218.535000","29072.087000","28923.408000","28772.580000","28622.076000","28470.697000","28317.715000","28161.709000","28003.143000","27845.230000","27684.222000","27515.446000","27343.019000","27168.252000","26988.574000","26802.790000","26611.600000","26415.679000","26212.240000","26003.922000","25792.310000","25574.170000","25350.143000","25121.589000","24886.285000","24646.714000","24404.577000","24159.520000","23913.726000","23667.616000","23421.445000","23178.987000","22941.383000","22706.885000","22477.688000","22255.785000","22038.466000","21824.784000","21616.681000","21416.188000","21222.814000","21036.187000","20856.574000","20685.278000","20523.374000","20368.145000","20217.505000","20070.398000","19927.896000","19789.981000","19655.211000","19524.218000","19395.921000","19269.304000","19146.292000","19024.934000","18904.256000","18784.220000","18664.758000","18547.788000","18431.095000","18315.673000","18202.470000","18088.321000","17973.347000","17857.707000","17742.911000","17628.202000","17511.518000"
"106","'380","Italy","3010","Population - Est. & Proj.","551","Rural population","1000 No","21386.969000","21267.858000","21176.927000","21092.565000","20989.494000","20870.539000","20739.400000","20602.461000","20465.017000","20334.050000","20214.590000","20110.181000","20015.852000","19927.241000","19836.378000","19738.323000","19630.138000","19513.959000","19391.577000","19267.409000","19142.395000","19017.302000","18991.166000","19007.234000","19014.381000","19009.776000","18992.173000","18962.954000","18923.209000","18875.498000","18821.437000","18762.274000","18781.090000","18832.726000","18876.944000","18913.092000","18940.915000","18961.534000","18977.532000","18992.296000","19008.391000","19028.302000","19019.878000","18998.037000","18971.813000","18938.680000","18895.836000","18846.806000","18802.229000","18776.697000","18779.731000","18815.119000","18853.502000","18897.042000","18940.573000","18972.670000","18990.436000","18995.609000","18985.986000","18960.542000","18918.497000","18858.134000","18706.111000","18509.653000","18309.186000","18110.394000","17914.936000","17722.588000","17527.870000","17329.180000","17125.372000","16916.734000","16704.459000","16489.348000","16272.376000","16054.261000","15835.353000","15615.612000","15394.859000","15172.751000","14949.083000","14723.931000","14497.536000","14270.081000","14041.791000","13812.856000","13583.419000","13353.564000","13123.382000","12892.951000","12662.405000","12431.977000","12201.997000","11972.991000","11745.456000","11519.884000","11296.326000","11074.812000","10855.323000","10637.818000","10422.321000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"106","'380","Italy","3010","Population - Est. & Proj.","561","Urban population","1000 No","25211.632000","25754.042000","26235.016000","26673.413000","27095.318000","27502.303000","27898.897000","28290.508000","28686.453000","29095.896000","29527.606000","29985.416000","30471.641000","30976.419000","31486.267000","31990.341000","32485.852000","32974.527000","33459.626000","33945.411000","34436.288000","34932.628000","35329.850000","35675.393000","36007.837000","36320.918000","36612.114000","36882.114000","37133.816000","37371.302000","37597.841000","37814.230000","37935.986000","38005.949000","38060.751000","38099.260000","38120.866000","38127.917000","38125.596000","38120.863000","38118.729000","38124.214000","38169.009000","38228.610000","38279.554000","38316.513000","38333.834000","38338.095000","38351.325000","38403.292000","38513.990000","38691.248000","38948.261000","39249.995000","39554.131000","39835.813000","40089.433000","40317.902000","40516.399000","40681.311000","40811.310000","40901.795000","41027.723000","41158.347000","41276.482000","41393.818000","41515.002000","41637.312000","41763.099000","41887.345000","42006.701000","42121.159000","42233.014000","42343.688000","42455.134000","42568.771000","42685.102000","42803.608000","42923.335000","43042.806000","43160.835000","43276.972000","43391.238000","43503.465000","43613.609000","43721.504000","43826.809000","43928.956000","44027.324000","44121.158000","44209.769000","44292.616000","44369.156000","44438.427000","44499.490000","44551.510000","44594.436000","44628.158000","44652.363000","44666.652000","44670.873000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"109","'388","Jamaica","3010","Population - Est. & Proj.","511","Total Population - Both sexes","1000 No","1407.206000","1447.469000","1481.343000","1509.736000","1533.447000","1553.711000","1571.973000","1589.677000","1608.264000","1628.235000","1650.005000","1673.261000","1696.932000","1721.099000","1745.568000","1769.192000","1791.475000","1812.865000","1833.765000","1855.127000","1878.196000","1903.728000","1931.542000","1961.219000","1990.906000","2018.981000","2045.578000","2070.657000","2094.836000","2119.486000","2145.658000","2173.818000","2203.889000","2234.832000","2264.562000","2290.656000","2312.125000","2329.813000","2345.777000","2361.916000","2379.877000","2400.869000","2424.701000","2449.916000","2475.220000","2500.151000","2524.463000","2547.848000","2569.736000","2589.795000","2607.826000","2624.403000","2640.572000","2656.623000","2672.225000","2687.066000","2700.968000","2713.800000","2725.635000","2736.995000","2748.568000","2760.494000","2772.430000","2783.687000","2793.749000","2802.534000","2809.915000","2815.764000","2820.097000","2823.271000","2830.739000","2837.682000","2839.144000","2839.786000","2839.175000","2837.077000","2833.403000","2828.530000","2822.867000","2816.397000","2808.954000","2800.613000","2791.137000","2780.473000","2768.723000","2755.934000","2742.078000","2726.899000","2710.818000","2693.903000","2676.100000","2657.566000","2638.090000","2617.584000","2596.168000","2574.081000","2551.353000","2528.019000","2504.199000","2479.745000","2454.940000","2429.919000","2404.364000","2378.110000","2351.073000","2323.413000","2295.281000","2266.950000","2238.309000","2209.188000","2179.682000","2149.901000","2119.870000","2089.603000","2059.102000","2028.118000","1997.097000","1966.150000","1934.899000","1903.473000","1871.879000","1840.109000","1808.218000","1776.332000","1744.487000","1712.843000","1681.566000","1650.427000","1619.582000","1589.025000","1558.623000","1528.688000","1499.310000","1470.537000","1442.238000","1414.205000","1386.698000","1359.860000","1333.630000","1307.974000","1282.938000","1258.538000","1234.778000","1211.696000","1189.277000","1167.512000","1146.351000","1125.705000","1105.549000","1085.891000","1066.774000"
"109","'388","Jamaica","3010","Population - Est. & Proj.","512","Total Population - Male","1000 No","684.006000","705.851000","723.186000","736.592000","746.574000","753.955000","759.662000","764.630000","769.814000","775.630000","784.885000","797.439000","810.231000","823.312000","836.591000","849.476000","861.698000","873.497000","885.038000","896.746000","909.246000","922.438000","936.331000","951.279000","966.318000","980.604000","994.181000","1007.039000","1019.505000","1032.294000","1045.951000","1060.701000","1076.496000","1092.735000","1108.313000","1121.975000","1133.235000","1142.591000","1151.096000","1159.719000","1169.297000","1180.435000","1193.311000","1207.130000","1220.902000","1234.380000","1247.457000","1259.992000","1271.680000","1282.364000","1291.943000","1300.709000","1309.197000","1317.547000","1325.562000","1333.057000","1339.955000","1346.234000","1351.956000","1357.428000","1363.046000","1368.889000","1374.777000","1380.361000","1385.344000","1389.648000","1393.180000","1395.853000","1397.648000","1398.755000","1401.936000","1404.823000","1404.988000","1404.742000","1403.966000","1402.540000","1400.322000","1397.511000","1394.301000","1390.681000","1386.572000","1382.016000","1376.903000","1371.205000","1364.975000","1358.238000","1350.976000","1343.077000","1334.739000","1325.986000","1316.801000","1307.263000","1297.264000","1286.771000","1275.838000","1264.574000","1252.993000","1241.116000","1228.994000","1216.550000","1203.921000","1191.172000","1178.148000","1164.768000","1151.000000","1136.910000","1122.576000","1108.132000","1093.525000","1078.687000","1063.660000","1048.494000","1033.210000","1017.823000","1002.339000","986.641000","970.949000","955.324000","939.588000","923.808000","907.990000","892.143000","876.299000","860.516000","844.814000","829.273000","813.968000","798.793000","783.822000","769.046000","754.399000","740.030000","725.979000","712.260000","698.807000","685.514000","672.504000","659.837000","647.483000","635.423000","623.673000","612.235000","601.106000","590.298000","579.798000","569.600000","559.684000","550.006000","540.554000","531.330000","522.348000"
"109","'388","Jamaica","3010","Population - Est. & Proj.","513","Total Population - Female","1000 No","723.199000","741.619000","758.158000","773.144000","786.874000","799.756000","812.311000","825.047000","838.451000","852.605000","865.120000","875.822000","886.702000","897.787000","908.976000","919.716000","929.777000","939.367000","948.728000","958.380000","968.950000","981.291000","995.211000","1009.941000","1024.587000","1038.378000","1051.397000","1063.619000","1075.331000","1087.192000","1099.707000","1113.117000","1127.392000","1142.097000","1156.249000","1168.681000","1178.890000","1187.223000","1194.681000","1202.197000","1210.580000","1220.434000","1231.390000","1242.785000","1254.319000","1265.771000","1277.005000","1287.857000","1298.056000","1307.431000","1315.883000","1323.694000","1331.374000","1339.076000","1346.664000","1354.008000","1361.013000","1367.566000","1373.678000","1379.567000","1385.521000","1391.604000","1397.652000","1403.325000","1408.405000","1412.886000","1416.735000","1419.910000","1422.450000","1424.515000","1428.803000","1432.859000","1434.156000","1435.044000","1435.209000","1434.537000","1433.081000","1431.019000","1428.566000","1425.716000","1422.381000","1418.597000","1414.233000","1409.268000","1403.748000","1397.696000","1391.101000","1383.822000","1376.080000","1367.917000","1359.299000","1350.303000","1340.825000","1330.813000","1320.330000","1309.506000","1298.360000","1286.904000","1275.206000","1263.196000","1251.019000","1238.746000","1226.216000","1213.341000","1200.073000","1186.503000","1172.705000","1158.817000","1144.783000","1130.501000","1116.022000","1101.407000","1086.659000","1071.780000","1056.763000","1041.477000","1026.148000","1010.826000","995.312000","979.665000","963.888000","947.966000","931.919000","915.817000","899.673000","883.571000","867.598000","851.635000","835.760000","819.980000","804.225000","788.658000","773.331000","758.278000","743.432000","728.690000","714.194000","700.023000","686.147000","672.551000","659.265000","646.303000","633.673000","621.398000","609.480000","597.912000","586.666000","575.698000","564.994000","554.561000","544.426000"
